"","id","longer_leave","length_illparent","length_illchild","length_own","prop_pay","unaffordable","take_bond","take_matdis","take_illparent","take_illchild","take_illspouse","take_own","emp_size","num_emp","paid_hrly","nochildren","lnfaminc","faminc","lnearn","fem_cu6","fem_c617","fem_cu6and617","fem_nochild","age","a_age","widowed","divorced","hiemp","separated","nevermarried","male","female","agesq","ltHS","someCol","BA","GradSch","black","white","asian","other","hisp","OCC","occ_1","occ_2","occ_3","occ_4","occ_5","occ_6","occ_7","occ_8","occ_9","occ_10","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","weeks_worked","WAGP","WKHP","PWGTP","PWGTP1","PWGTP2","PWGTP3","PWGTP4","PWGTP5","PWGTP6","PWGTP7","PWGTP8","PWGTP9","PWGTP10","PWGTP11","PWGTP12","PWGTP13","PWGTP14","PWGTP15","PWGTP16","PWGTP17","PWGTP18","PWGTP19","PWGTP20","PWGTP21","PWGTP22","PWGTP23","PWGTP24","PWGTP25","PWGTP26","PWGTP27","PWGTP28","PWGTP29","PWGTP30","PWGTP31","PWGTP32","PWGTP33","PWGTP34","PWGTP35","PWGTP36","PWGTP37","PWGTP38","PWGTP39","PWGTP40","PWGTP41","PWGTP42","PWGTP43","PWGTP44","PWGTP45","PWGTP46","PWGTP47","PWGTP48","PWGTP49","PWGTP50","PWGTP51","PWGTP52","PWGTP53","PWGTP54","PWGTP55","PWGTP56","PWGTP57","PWGTP58","PWGTP59","PWGTP60","PWGTP61","PWGTP62","PWGTP63","PWGTP64","PWGTP65","PWGTP66","PWGTP67","PWGTP68","PWGTP69","PWGTP70","PWGTP71","PWGTP72","PWGTP73","PWGTP74","PWGTP75","PWGTP76","PWGTP77","PWGTP78","PWGTP79","PWGTP80","FER","WKW","COW","ESR","partner","ndep_kid","ndep_old","empgov_fed","empgov_st","wkhours","empgov_loc","weeks_worked_cat","length_illspouse","length_matdis","length_bond","pay_schedule","total_length","total_leaves","exhausted_by","eligworker","benefit_prop","benefit_prop_temp","particip","orig_len_own","orig_len_illspouse","orig_len_illchild","orig_len_illparent","orig_len_matdis","orig_len_bond","extend_flag","fmla_constrain_flag","particip_length","plen_own","plen_illspouse","plen_illchild","plen_illparent","plen_matdis","plen_bond","DI_plen","PFL_plen","base_benefits","base_leave_pay","actual_leave_pay","actual_benefits","bene_effect_flg","topoff_flg","reduce","ptake_PFL","ptake_DI","bene_DI","bene_PFL","bene_own","ptake_own","bene_illspouse","ptake_illspouse","bene_illchild","ptake_illchild","bene_illparent","ptake_illparent","bene_matdis","ptake_matdis","bene_bond","ptake_bond"
"1",5,1,0,0,0,0.125,1,0,0,0,0,0,0,504,1,1,0,11.0946998752692,65821.372543755,10.6091920594875,NA,NA,NA,NA,31,31,0,0,1,0,0,1,0,961,0,1,0,0,0,1,0,0,0,1920,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,40000,40,37,40,40,71,12,60,60,40,40,13,10,49,37,42,36,68,44,37,38,12,68,41,39,13,58,10,11,35,34,56,57,10,40,41,40,10,41,32,38,66,67,38,30,12,67,10,12,38,37,76,64,11,36,31,37,12,37,43,42,63,8,38,36,61,12,67,64,38,38,13,13,80,41,32,34,67,33,35,33,11,12,NA,1,1,1,0,1,0,0,0,40,0,51,0,0,0,"some pay, all weeks",0,0,NA,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",7,1,1,0,0,1,0,0,0,1,0,0,0,91923,1,1,0,11.2187129449874,7900,8.98717536484654,0,0,0,1,69,69,1,0,1,0,0,0,1,4761,0,0,0,1,0,1,0,0,0,9620,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,7900,15,21,6,36,34,5,19,33,6,5,23,22,32,18,21,22,23,34,23,22,5,21,36,8,6,41,18,6,34,30,18,21,7,20,17,21,26,6,23,21,33,22,6,28,37,6,19,36,6,5,20,18,33,21,24,20,21,35,20,22,6,24,32,6,6,40,21,7,31,34,24,22,7,22,21,19,22,6,19,18,33,22,NA,5,1,1,0,0,1,0,0,15,0,20,0,0,0,"all pay, all weeks",1,1,NA,0,0.4,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",9,1,0,0,45,0.125,1,0,0,0,0,0,1,218,2,0,0,8.14408803699568,3442.96410228872,6.92031260537356,0,0,0,1,19,19,0,0,0,0,1,0,1,361,0,1,0,0,0,0,0,0,1,2550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1000,10,22,6,36,30,7,21,40,7,9,21,22,33,23,22,22,26,56,22,23,7,23,37,8,8,32,17,6,40,45,21,33,7,30,16,19,24,6,23,23,37,19,30,8,6,36,21,7,38,47,20,21,9,19,24,28,18,8,22,26,33,18,5,36,46,9,26,36,7,6,27,35,41,26,26,23,18,34,26,19,7,20,2,6,2,1,0,2,0,0,0,10,0,7.5,0,0,0,"some pay, all weeks",45,1,NA,0,0.4,0.7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",18,0,0,0,0,1,1,0,0,0,0,0,0,28301,1,1,0,11.5354331222148,102276.286567989,11.2378007189099,NA,NA,NA,NA,34,34,0,0,1,0,0,1,0,1156,0,1,0,0,0,1,0,0,0,7200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,75000,55,23,24,42,25,27,33,24,42,7,7,22,18,22,36,21,6,21,7,7,38,22,27,7,27,22,6,25,8,47,35,19,24,24,7,24,41,22,39,32,8,22,23,8,23,24,5,23,6,40,41,21,24,24,7,21,35,32,45,44,7,20,24,39,22,23,40,23,42,7,6,23,23,23,38,25,7,27,7,7,41,23,NA,1,1,1,0,2,0,0,0,55,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",19,0,0,0,0,0.875,0,0,0,0,0,0,0,84,3,1,0,11.5354331222148,102276.286567989,10.178409143395,1,0,0,0,37,37,0,0,1,0,0,0,1,1369,0,1,0,0,0,1,0,0,0,4600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,26000,35,21,24,31,21,23,33,21,35,6,7,21,20,21,35,19,6,19,6,6,35,20,23,6,23,21,6,22,7,40,31,20,22,22,7,23,34,21,43,30,6,20,24,6,21,21,6,20,6,37,37,22,22,21,7,20,32,21,34,40,7,21,21,38,21,21,34,21,38,5,6,20,19,21,34,23,5,23,6,6,41,21,2,1,1,1,0,2,0,0,0,35,0,51,0,0,0,"some pay, all weeks",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",20,1,0,0,0,0,1,0,0,0,0,0,0,29848,1,1,0,11.2187129449874,7200,8.89439363139557,0,0,0,1,37,37,0,0,0,0,1,0,1,1369,1,0,0,0,1,0,0,0,0,5240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,7200,32,41,56,13,15,37,38,45,51,48,13,45,13,14,53,53,57,40,46,73,44,42,79,13,12,48,51,35,59,41,10,34,12,13,55,36,59,42,46,75,45,41,60,13,16,47,46,43,76,39,11,32,12,15,58,45,61,35,54,53,36,49,53,11,20,43,35,30,54,49,12,46,13,14,68,43,53,47,60,58,36,45,2,4,1,1,0,0,0,0,0,32,0,33,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",24,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,11.2187129449874,2000,7.61345978593351,NA,NA,NA,NA,64,64,0,0,1,0,1,1,0,4096,0,0,0,1,0,1,0,0,0,4850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2000,30,10,10,3,15,2,9,19,14,16,7,2,16,8,10,10,9,3,3,10,9,12,9,3,14,2,11,13,17,15,10,3,15,11,10,8,7,3,4,8,10,11,9,3,17,2,9,15,16,15,8,3,13,9,10,9,9,3,3,10,10,9,8,3,14,2,11,20,13,16,9,3,17,10,10,9,11,3,3,10,9,9,NA,5,1,1,0,0,0,0,0,30,0,20,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",26,1,0,0,0,0.125,1,0,0,0,0,0,0,198,1,1,0,11.7078376809334,121520.430626781,11.0146571675957,NA,NA,NA,NA,63,63,0,0,1,0,0,1,0,3969,0,1,0,0,0,1,0,0,0,5700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,60000,70,14,15,4,5,26,30,4,12,24,4,5,14,13,20,14,14,13,15,23,20,18,17,5,4,30,27,4,12,27,6,5,13,17,27,13,18,15,16,24,11,17,15,4,3,29,25,5,14,29,4,6,16,12,22,15,11,15,15,23,16,17,15,4,6,20,29,4,13,21,4,5,14,12,20,15,15,15,14,26,20,15,NA,1,1,1,0,0,0,0,0,70,0,51,0,0,0,"some pay, some weeks",0,0,0,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",27,0,0,0,0,1,0,0,0,0,0,0,0,13,1,1,0,11.7078376809334,121520.430626781,10.98075561592,0,1,0,0,34,34,0,0,1,0,1,0,1,1156,0,0,0,0,0,1,0,0,0,5240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,58000,40,12,11,4,5,20,22,4,10,13,4,5,11,10,14,8,17,11,11,18,9,10,11,3,2,17,17,2,9,22,3,4,15,23,18,9,10,14,16,22,17,9,11,5,3,23,27,3,10,18,3,5,18,11,18,10,14,17,11,25,10,10,7,4,3,7,20,4,11,13,4,4,12,12,20,12,9,10,12,22,15,7,2,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",34,0,0,0,0,0,1,0,0,0,0,0,0,31541,1,1,0,11.2187129449874,5000,8.52975051780766,NA,NA,NA,NA,18,18,0,0,1,0,1,0,1,324,0,1,0,0,0,1,0,0,0,4150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,5000,20,17,33,16,31,3,18,34,31,16,18,18,17,18,2,17,33,2,17,3,18,31,3,17,2,30,18,3,2,18,19,16,16,18,32,17,2,31,16,33,18,2,30,18,32,3,17,32,33,17,18,17,17,16,3,18,32,2,17,2,19,31,3,17,3,32,18,2,3,17,17,18,17,17,31,16,2,33,16,30,18,2,2,1,1,1,0,0.378571428571429,0.221428571428571,0,0,20,0,51,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",37,0,0,0,0,1,0,0,0,0,0,0,0,51783,1,0,1,12.0383064177903,169110.295612417,11.2641180272272,NA,NA,NA,NA,35,35,0,0,1,0,0,1,0,1225,0,0,1,0,0,0,0,0,1,4850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,77000,40,15,16,21,15,13,18,5,15,4,15,15,5,15,29,4,4,28,16,15,28,4,17,4,13,19,13,19,14,22,16,16,24,13,5,25,25,4,13,14,4,24,14,23,18,18,12,3,13,4,13,15,4,15,25,6,4,22,24,14,27,5,14,5,12,16,15,25,16,17,20,14,21,12,4,20,25,5,14,21,4,21,NA,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",38,0,0,0,10,0,0,0,0,0,0,0,1,83167,3,0,1,12.0383064177903,169110.295612417,11.3023392400474,0,0,0,1,35,35,0,0,1,0,0,0,1,1225,0,0,0,1,0,1,0,0,0,2550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,80000,40,13,13,20,16,14,12,4,15,4,14,12,5,14,24,4,4,22,16,13,24,4,14,4,17,14,13,24,12,25,14,12,21,15,4,23,25,5,12,14,5,19,13,21,17,15,13,4,15,3,14,12,4,16,27,5,4,27,14,12,25,4,14,3,16,14,14,24,17,21,14,13,22,13,5,27,22,5,13,13,5,24,2,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"no pay",10,1,NA,1,0.6,0.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",39,0,3,0,0,1,0,0,0,1,0,0,0,23,1,0,1,12.1104878133019,181768.251870831,11.8619550279829,NA,NA,NA,NA,67,67,0,0,0,0,0,1,0,4489,0,0,0,1,0,1,0,0,0,3060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,140000,20,13,17,10,3,13,20,10,15,26,14,3,4,4,11,15,14,11,9,18,22,16,5,14,21,10,3,12,11,4,10,22,24,18,12,13,15,13,11,4,4,5,24,12,3,11,17,10,17,28,12,4,4,4,12,14,14,12,12,18,21,17,3,15,19,12,4,10,11,3,11,22,22,18,12,13,13,16,12,5,4,4,NA,1,1,1,0,0,2,0,0,20,0,51,0,0,0,"all pay, all weeks",3,1,NA,1,0.7,0.7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615.38461538462,1615.38461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",42,1,0,0,0,0,0,0,0,0,0,0,0,23621,1,1,1,12.167336677534,192400.935127899,10.1391884302418,NA,NA,NA,NA,19,19,0,0,1,0,1,1,0,361,0,0,0,0,0,1,0,0,0,6260,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,25000,40,7,6,6,11,6,2,6,2,2,14,7,13,6,7,13,7,9,2,2,5,8,6,8,13,7,2,6,2,2,12,9,13,9,8,10,6,9,2,3,5,6,6,7,2,6,12,7,14,12,2,7,2,6,8,2,6,2,11,12,6,7,7,7,2,8,10,5,11,10,2,6,2,7,7,1,5,1,10,9,6,6,NA,4,1,1,0,0,0,0,0,40,0,33,0,0,0,"no pay",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",43,1,0,0,23,1,1,0,0,0,0,0,1,43,2,1,1,12.167336677534,192400.935127899,11.3629638618639,0,0,0,1,50,50,0,0,1,0,0,0,1,2500,0,0,0,0,0,1,0,0,0,9130,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52,85000,40,7,8,6,11,7,2,7,2,2,15,7,13,7,8,13,7,12,2,3,7,7,7,8,15,7,2,7,2,3,12,9,12,7,9,13,7,12,2,2,8,8,7,7,2,7,13,7,13,13,2,8,2,8,9,2,7,2,13,11,7,7,8,8,2,7,12,6,12,13,2,7,2,7,9,3,7,2,13,12,7,7,2,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",23,1,NA,1,0.6,0.7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7519.23076923077,7519.23076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",45,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,12.167336677534,192400.935127899,10.927645790606,NA,NA,NA,NA,50,50,0,0,1,0,0,1,0,2500,1,0,0,0,0,1,0,0,0,6260,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,55000,40,8,7,7,12,6,2,9,2,3,14,8,14,6,8,13,7,12,3,2,8,7,7,7,13,7,2,7,2,2,12,7,13,8,9,13,7,12,2,2,8,7,7,7,2,7,13,7,12,13,2,7,3,8,9,2,8,2,13,13,7,6,7,7,2,8,12,7,13,13,2,7,2,7,7,2,8,2,13,13,7,6,NA,2,1,1,0,0,0,0,0,40,0,48.5,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",49,0,0,0,0,0,0,0,0,0,0,0,0,44463,1,1,0,11.2187129449874,530,6.28543433293759,NA,NA,NA,NA,24,24,0,0,1,0,1,1,0,576,0,1,0,0,0,1,0,0,0,4720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,530,10,74,161,96,22,25,146,61,20,138,143,60,74,20,86,76,87,79,28,76,66,67,128,103,16,24,110,64,25,135,109,67,84,24,86,63,82,74,22,92,69,80,24,22,127,130,23,84,113,19,22,63,64,119,66,78,69,80,127,61,81,83,24,29,127,122,20,81,114,21,23,78,74,118,91,76,59,88,137,67,75,71,NA,6,1,1,0,0,0,0,0,10,0,7.5,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",52,1,0,0,68,0.5,1,0,0,0,0,0,1,6,1,1,0,11.2187129449874,50000,10.8323356108017,NA,NA,NA,NA,58,58,0,1,0,0,0,1,0,3364,0,0,0,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,50000,44,14,12,13,4,4,14,13,13,4,24,4,15,24,21,23,14,4,23,14,14,15,13,13,24,23,13,13,14,22,5,25,14,4,4,4,14,26,4,15,13,15,12,12,4,4,13,15,14,4,23,5,14,29,23,23,14,3,23,13,14,13,14,11,23,23,13,12,14,22,4,25,16,4,4,4,16,23,4,14,13,13,NA,1,1,1,0,0,0,0,0,44,0,51,0,0,0,"some pay, all weeks",68,1,NA,1,0.6,0.7,1,68,0,0,0,0,0,0,0,63,63,0,0,0,0,0,63,0,7269.23076923077,6538.46153846154,6538.46153846154,7269.23076923077,0,0,1,0,1,7269.23076923077,0,7269.23076923077,1,0,0,0,0,0,0,0,0,0,0
"19",53,0,10,0,0,0,0,0,0,1,0,0,0,29978,1,0,1,11.1023627480148,66327.6907940916,9.44604124968182,0,0,0,1,74,74,0,0,1,0,0,0,1,5476,0,0,0,0,0,1,0,0,0,630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,12500,25,24,24,42,26,7,48,41,7,23,23,7,22,6,26,24,22,38,26,37,22,41,28,7,25,42,6,7,35,24,22,38,24,41,22,22,26,6,24,8,24,40,26,7,24,35,6,7,41,23,26,39,24,39,24,23,25,8,23,8,27,6,21,35,22,7,39,46,8,21,25,7,22,7,26,25,22,41,23,38,25,6,NA,1,1,1,0,0,2,0,0,25,0,51,0,0,0,"no pay",10,1,NA,0,0.4,0.7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",54,1,23,0,12,1,0,0,0,1,0,0,1,368,1,1,1,11.1023627480148,66327.6907940916,10.5578987650999,NA,NA,NA,NA,65,65,0,0,1,0,0,1,0,4225,0,1,0,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,38000,40,23,20,42,25,8,42,36,7,21,23,7,20,6,24,26,21,39,25,39,22,43,24,7,26,43,6,7,35,24,23,38,23,42,22,21,26,7,22,7,21,40,24,7,24,38,6,8,40,21,26,38,23,42,23,20,22,8,23,7,26,7,23,32,23,7,40,43,7,21,23,7,23,6,25,23,20,41,25,38,25,6,NA,1,1,1,0,0,2,0,0,40,0,51,0,0,0,"all pay, all weeks",35,2,NA,1,0.5,0.7,0,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5115.38461538462,5115.38461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",55,0,0,0,0,0.125,0,0,0,0,0,0,0,4,1,1,1,11.7226929606494,123339.12578199,8.67817052292594,0,0,0,1,21,21,0,0,0,0,1,0,1,441,0,1,0,0,0,1,0,0,0,4760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,5800,20,13,12,14,22,12,12,14,4,11,14,19,4,22,17,12,12,3,3,20,15,11,24,3,12,26,21,18,11,3,22,12,15,11,14,4,4,13,14,13,4,12,22,5,13,23,20,22,11,4,22,11,11,14,10,4,4,12,14,12,3,3,11,9,20,13,13,13,4,14,13,19,4,23,20,12,14,4,3,18,11,3,2,1,1,1,0,0,0,0,0,20,0,51,0,0,0,"some pay, all weeks",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",56,0,3,0,0,1,0,0,0,1,0,0,0,91891,1,1,1,11.7226929606494,123339.12578199,11.4846607968414,NA,NA,NA,NA,49,49,0,0,1,0,0,1,0,2401,0,0,0,1,0,1,0,0,0,7140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,96000,40,11,11,13,21,11,12,10,3,11,13,19,4,19,18,12,11,3,4,20,12,13,22,3,12,21,20,19,12,3,18,11,12,10,10,3,4,11,13,12,3,12,21,3,11,21,21,22,11,4,18,12,11,12,11,4,3,11,13,10,3,3,11,10,18,12,11,12,4,12,11,21,3,19,19,11,12,4,4,16,12,3,NA,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",3,1,NA,1,0.6,0.7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.69230769231,1107.69230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",57,1,0,0,0,1,0,0,0,0,0,0,0,57247,1,1,1,11.7226929606494,123339.12578199,9.91604487892755,0,0,0,1,42,42,0,0,1,0,0,0,1,1764,0,1,0,0,0,0,0,1,0,3600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,20000,24,12,13,13,22,13,13,12,3,12,13,19,4,23,20,13,11,3,4,21,13,13,23,3,11,20,19,22,13,3,21,11,12,11,12,4,4,12,14,13,4,11,20,3,11,22,22,20,12,3,20,13,13,14,12,4,4,12,13,11,3,3,11,11,24,12,12,13,3,13,13,21,3,21,19,12,13,4,3,19,13,4,2,1,1,1,0,0,0,0,0,24,0,51,0,0,0,"all pay, all weeks",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",58,1,0,0,0,1,0,0,0,0,0,0,0,88887,1,0,1,12.6697055912818,317967.86121137,12.6697055912818,NA,NA,NA,NA,62,62,0,0,1,0,0,1,0,3844,0,0,1,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,314000,60,9,11,13,17,9,3,4,8,19,2,15,9,9,9,10,8,10,3,13,9,10,3,9,9,4,9,9,3,9,9,9,3,16,17,14,13,2,8,8,14,13,8,3,3,9,17,14,9,3,15,2,8,10,10,9,10,8,15,3,10,9,17,9,9,15,9,11,13,9,9,9,17,3,3,3,3,15,10,10,3,2,NA,1,1,1,0,0,0,0,0,60,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",64,1,0,0,19,0,0,0,0,0,0,0,1,604,2,0,0,11.2187129449874,4500,8.42439000214984,NA,NA,NA,NA,18,18,0,0,1,0,1,0,1,324,0,1,0,0,0,0,0,0,1,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,4500,30,10,2,10,10,10,20,11,2,10,2,1,18,10,18,10,11,18,10,20,2,10,18,10,10,9,1,10,18,10,20,18,2,11,1,10,9,2,9,1,19,9,18,10,10,11,2,10,19,9,19,19,2,9,2,11,11,1,10,1,20,9,1,10,10,9,20,10,1,9,2,2,19,10,18,10,10,19,9,17,1,10,2,1,1,1,0,0.378571428571429,0.221428571428571,0,0,30,0,51,0,0,0,"no pay",19,1,NA,0,0.4,0.7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",65,0,0,0,45,0,0,0,0,0,0,0,1,20101,2,0,0,11.6298428066859,112402.65157472,10.6338846720779,NA,NA,NA,NA,33,33,0,0,1,0,0,1,0,1089,0,1,0,0,0,1,0,0,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,41000,40,12,4,23,12,14,10,3,22,15,13,3,11,4,4,18,21,14,13,13,13,20,4,22,14,13,13,5,20,13,13,4,16,4,4,22,23,11,12,13,14,24,3,26,13,13,12,3,23,12,12,4,13,4,4,19,22,11,13,16,12,22,4,22,12,14,12,5,22,12,15,3,14,4,3,19,20,12,11,13,14,26,NA,1,2,1,0,1,0,0,0,40,0,51,0,0,0,"no pay",45,1,NA,1,0.5,0.7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",66,0,0,0,0,0,0,0,0,0,0,0,0,41004,1,0,0,11.6298428066859,112402.65157472,11.1688078474229,0,1,0,0,32,32,0,0,1,0,0,0,1,1024,0,0,0,1,0,1,0,0,0,2310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,70000,40,14,3,28,12,15,13,4,23,15,13,3,13,5,3,23,27,15,13,14,13,24,4,24,17,14,13,5,24,15,13,4,13,4,4,25,26,14,13,12,16,30,3,28,13,14,14,5,25,14,12,4,14,5,4,23,27,13,14,15,11,24,4,22,16,15,12,5,22,13,15,3,15,4,4,19,24,13,13,13,13,24,2,1,2,1,0,1,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
